freehms,gincdif,lrscale,impcntr,euftf,item,group
1,0.3314196103068373,0.22614602877701992,-0.1694802632839417,0.32400129602767497,freehms,1
0.3314196103068373,1,0.11183524897931625,-0.03147943447184897,0.43243728410814275,gincdif,1
0.22614602877701992,0.11183524897931625,1,0.04207485752625589,0.007222722479013939,lrscale,1
-0.1694802632839417,-0.03147943447184897,0.04207485752625589,1,0.3918349685841153,impcntr,1
0.32400129602767497,0.43243728410814275,0.007222722479013939,0.3918349685841153,1,euftf,1
1,-0.07812454967191608,0.014073897161849225,0.2454857942095082,0.5296062305455401,freehms,2
-0.07812454967191608,1,-0.3894594967494511,0.7039262697296816,-0.12950238788668933,gincdif,2
0.014073897161849225,-0.3894594967494511,1,-0.26970336000257794,-0.015613565890272199,lrscale,2
0.2454857942095082,0.7039262697296816,-0.26970336000257794,1,0.030910941559747607,impcntr,2
0.5296062305455401,-0.12950238788668933,-0.015613565890272199,0.030910941559747607,1,euftf,2
1,0.5247958461594896,0.06295066302888563,0.25602165114300784,0.09045537694056482,freehms,3
0.5247958461594896,1,-0.13221767976187979,-0.0947971620355659,-0.1875618099782796,gincdif,3
0.06295066302888563,-0.13221767976187979,1,0.362749161515583,0.21217851594729584,lrscale,3
0.25602165114300784,-0.0947971620355659,0.362749161515583,1,0.6414834081656607,impcntr,3
0.09045537694056482,-0.1875618099782796,0.21217851594729584,0.6414834081656607,1,euftf,3
1,-0.6001270843753022,0.16943792197005794,0.7449934651739466,0.2851391277714761,freehms,4
-0.6001270843753022,1,-0.10296912070578149,-0.5031071077238852,-0.03779207958897965,gincdif,4
0.16943792197005794,-0.10296912070578149,1,0.13930878003167083,0.08562595813324335,lrscale,4
0.7449934651739466,-0.5031071077238852,0.13930878003167083,1,0.29203166851826523,impcntr,4
0.2851391277714761,-0.03779207958897965,0.08562595813324335,0.29203166851826523,1,euftf,4
